Sales Person,Geography,Product,Date,Amount,Boxes
Barr Faughny,  Australia,Raspberry Choco,24/8/2021,"$1,211 ",58
Wilone O'Kielt,  India,Orange Choco,24/8/2021,"$2,338 ",167
Andria Kimpton,  Australia,Organic Choco Syrup,24/8/2021,"$1,666 ",54
Brien Boise, New Zealand,Manuka Honey Choco,25/8/2021,"$1,057 ",38
Jehu Rudeforth,  India,Mint Chip Choco,25/8/2021,"$11,291 ",706
Madelene Upcott,   India,Eclairs,25/8/2021,"$5,103 ",243
Marney O'Breen,  USA,Baker's Choco Chips,25/8/2021,"$2,982 ",213
Curtice Advani, USA,Milk Bars,25/8/2021,"$1,274 ",51
Curtice Advani,   UK,White Choc,26/8/2021,"$2,786 ",164
Gigi Bohling,New Zealand,Mint Chip Choco,26/8/2021,"$7,609 ",401
Dennison Crosswaite,   Australia,Almond Choco,26/8/2021,"$5,285 ",265
Curtice Advani,New Zealand,Fruit & Nut Bars,26/8/2021,$196 ,18
Ches Bonnell,Australia,Baker's Choco Chips,26/8/2021,$945 ,63
Wilone O'Kielt, Canada,Organic Choco Syrup,27/8/2021,"$8,638 ",376
Gunar Cockshoot, India,Smooth Sliky Salty,27/8/2021,"$12,446 ",593
Barr Faughny,   USA,Choco Coated Almonds,27/8/2021,$140 ,7
Ches Bonnell,   UK,Choco Coated Almonds,27/8/2021,$903 ,43
Roddy Speechley, UK,Choco Coated Almonds,27/8/2021,"$7,742 ",517
Dotty Strutley,Australia,Caramel Stuffed Bars,27/8/2021,$525 ,21
Oby Sorrel, New Zealand,White Choc,27/8/2021,"$8,428 ",937
Mallorie Waber,   Australia,85% Dark Bars,27/8/2021,$784 ,42
Kelci Walkden,  Canada,Mint Chip Choco,30/8/2021,"$4,403 ",294
Madelene Upcott,  USA,99% Dark & Pure,30/8/2021,"$1,022 ",45
Karlen McCaffrey,UK,Smooth Sliky Salty,30/8/2021,"$10,080 ",720
Mallorie Waber,  India,Fruit & Nut Bars,30/8/2021,"$9,212 ",709
Kelci Walkden, Australia,Fruit & Nut Bars,30/8/2021,"$7,392 ",740
Marney O'Breen, Canada,Caramel Stuffed Bars,31/8/2021,"$6,174 ",229
Wilone O'Kielt,   Canada,After Nines,31/8/2021,"$2,709 ",105
Wilone O'Kielt, Australia,Manuka Honey Choco,31/8/2021,"$9,303 ",333
Oby Sorrel,  New Zealand,Caramel Stuffed Bars,31/8/2021,"$2,401 ",101
Brien Boise, UK,Drinking Coco,31/8/2021,$126 ,6
Marney O'Breen,UK,85% Dark Bars,31/8/2021,"$2,695 ",118
Ches Bonnell,  New Zealand,Smooth Sliky Salty,31/8/2021,"$7,882 ",493
Oby Sorrel,Australia,Milk Bars,31/8/2021,"$13,370 ",432
Oby Sorrel,   Canada,After Nines,31/8/2021,"$5,215 ",174
Madelene Upcott, USA,50% Dark Bites,31/8/2021,"$12,978 ",1082
Camilla Castle,  USA,Drinking Coco,31/8/2021,"$15,813 ",688
Roddy Speechley, India,Choco Coated Almonds,31/8/2021,$749 ,45
Kelci Walkden,   New Zealand,Peanut Butter Cubes,31/8/2021,"$6,020 ",241
Andria Kimpton,  USA,After Nines,31/8/2021,"$2,135 ",67
Kaine Padly,  India,Raspberry Choco,31/8/2021,"$10,927 ",608
Rafaelita Blaksland,  Australia,Raspberry Choco,31/8/2021,"$2,275 ",120
Rafaelita Blaksland,   New Zealand,Mint Chip Choco,31/8/2021,"$9,443 ",450
Wilone O'Kielt, Australia,50% Dark Bites,31/8/2021,"$11,326 ",944
Mallorie Waber,Canada,Spicy Special Slims,31/8/2021,"$2,100 ",105
Camilla Castle, UK,Raspberry Choco,1/9/2021,"$1,127 ",54
Gigi Bohling,  India,Drinking Coco,1/9/2021,"$5,026 ",219
Van Tuxwell, UK,Drinking Coco,1/9/2021,"$4,991 ",185
Barr Faughny, India,White Choc,1/9/2021,$175 ,12
Dotty Strutley,New Zealand,Milk Bars,1/9/2021,"$9,968 ",356
Mallorie Waber,   New Zealand,Smooth Sliky Salty,1/9/2021,"$4,977 ",277
Oby Sorrel,  India,After Nines,1/9/2021,"$3,423 ",123
Jan Morforth,   USA,Milk Bars,1/9/2021,"$7,952 ",319
Curtice Advani,  New Zealand,After Nines,1/9/2021,"$5,859 ",245
Wilone O'Kielt, India,50% Dark Bites,1/9/2021,"$3,920 ",262
Gunar Cockshoot, New Zealand,Manuka Honey Choco,1/9/2021,"$4,774 ",165
Husein Augar,   UK,Drinking Coco,1/9/2021,"$4,165 ",139
Van Tuxwell,   UK,99% Dark & Pure,1/9/2021,"$7,518 ",358
Wilone O'Kielt,   India,Peanut Butter Cubes,1/9/2021,"$4,249 ",237
Ches Bonnell, New Zealand,Spicy Special Slims,1/9/2021,"$2,492 ",89
Jan Morforth,UK,Spicy Special Slims,1/9/2021,"$4,914 ",176
Jehu Rudeforth,   New Zealand,Milk Bars,1/9/2021,"$6,132 ",212
Camilla Castle,   UK,Orange Choco,2/9/2021,$910 ,114
Mallorie Waber, Canada,Raspberry Choco,2/9/2021,"$2,212 ",101
Kelci Walkden, Australia,Organic Choco Syrup,2/9/2021,"$5,796 ",207
Mallorie Waber, Australia,Mint Chip Choco,2/9/2021,"$20,181 ",1010
Ches Bonnell,  Australia,Fruit & Nut Bars,2/9/2021,"$6,272 ",571
Mallorie Waber,   New Zealand,Orange Choco,2/9/2021,"$3,171 ",244
Karlen McCaffrey, UK,85% Dark Bars,2/9/2021,$567 ,27
Gigi Bohling,   Canada,Baker's Choco Chips,2/9/2021,"$1,701 ",171
Dennison Crosswaite, Australia,Smooth Sliky Salty,3/9/2021,"$11,704 ",836
Brien Boise,  USA,Mint Chip Choco,3/9/2021,$420 ,25
Madelene Upcott,   UK,Orange Choco,3/9/2021,$840 ,60
Gigi Bohling, Canada,White Choc,3/9/2021,"$9,940 ",663
Gigi Bohling,  Australia,Eclairs,3/9/2021,"$7,392 ",528
Marney O'Breen, UK,Fruit & Nut Bars,3/9/2021,$434 ,28
Kaine Padly,   USA,50% Dark Bites,3/9/2021,"$2,982 ",187
Jan Morforth,  New Zealand,Manuka Honey Choco,6/9/2021,$357 ,11
Andria Kimpton, Canada,Organic Choco Syrup,6/9/2021,"$12,999 ",500
Gunar Cockshoot, UK,Mint Chip Choco,6/9/2021,"$3,920 ",280
Barr Faughny,India,Almond Choco,6/9/2021,"$6,741 ",338
Jehu Rudeforth,   UK,Peanut Butter Cubes,6/9/2021,"$4,529 ",175
Brien Boise,   USA,50% Dark Bites,6/9/2021,"$4,340 ",543
Barr Faughny,  India,Spicy Special Slims,7/9/2021,"$10,262 ",467
Karlen McCaffrey, New Zealand,Baker's Choco Chips,7/9/2021,"$5,845 ",488
Oby Sorrel,Canada,Peanut Butter Cubes,7/9/2021,"$3,577 ",144
Marney O'Breen,   USA,Choco Coated Almonds,7/9/2021,"$5,789 ",414
Dotty Strutley,Australia,99% Dark & Pure,8/9/2021,"$2,912 ",133
Curtice Advani,Australia,Manuka Honey Choco,8/9/2021,$182 ,7
Roddy Speechley,   UK,Baker's Choco Chips,8/9/2021,"$5,152 ",573
Mallorie Waber, India,Drinking Coco,8/9/2021,"$10,206 ",444
Dennison Crosswaite,   Canada,Drinking Coco,8/9/2021,"$4,347 ",189
Marney O'Breen,India,Raspberry Choco,8/9/2021,"$4,935 ",260
Ches Bonnell, Australia,85% Dark Bars,8/9/2021,"$1,813 ",96
Brien Boise,Canada,Organic Choco Syrup,8/9/2021,"$2,289 ",74
Ches Bonnell,  USA,White Choc,8/9/2021,"$3,794 ",422
Jan Morforth, USA,Caramel Stuffed Bars,9/9/2021,"$5,278 ",203
Barr Faughny,New Zealand,Organic Choco Syrup,9/9/2021,"$2,940 ",95
Husein Augar,  India,Fruit & Nut Bars,9/9/2021,"$8,120 ",452
Karlen McCaffrey,India,Smooth Sliky Salty,9/9/2021,"$5,565 ",279
Madelene Upcott,   Australia,Milk Bars,9/9/2021,"$1,526 ",64
Mallorie Waber, New Zealand,Organic Choco Syrup,9/9/2021,"$9,611 ",418
Jehu Rudeforth,UK,99% Dark & Pure,10/9/2021,"$7,518 ",342
Dennison Crosswaite,   UK,85% Dark Bars,10/9/2021,"$13,580 ",591
Wilone O'Kielt, USA,Spicy Special Slims,10/9/2021,"$3,976 ",160
Gigi Bohling, New Zealand,White Choc,10/9/2021,"$11,277 ",664
Barr Faughny,   Australia,Spicy Special Slims,10/9/2021,"$5,068 ",242
Ches Bonnell, India,Orange Choco,10/9/2021,"$8,267 ",689
Rafaelita Blaksland,India,99% Dark & Pure,10/9/2021,"$8,862 ",522
Van Tuxwell,Canada,Drinking Coco,10/9/2021,"$15,015 ",653
Curtice Advani,   India,99% Dark & Pure,10/9/2021,"$4,438 ",247
Kelci Walkden,  Australia,99% Dark & Pure,10/9/2021,"$9,128 ",508
Jehu Rudeforth,  Canada,Choco Coated Almonds,10/9/2021,"$2,709 ",129
Gigi Bohling,  UK,Milk Bars,10/9/2021,"$15,960 ",639
Marney O'Breen, India,Milk Bars,10/9/2021,"$5,439 ",182
Wilone O'Kielt,  Australia,99% Dark & Pure,10/9/2021,"$1,540 ",74
Madelene Upcott,Australia,After Nines,10/9/2021,"$14,728 ",476
Rafaelita Blaksland,   India,After Nines,10/9/2021,"$4,704 ",157
Beverie Moffet,  Canada,Almond Choco,10/9/2021,"$1,540 ",74
Ches Bonnell,New Zealand,Caramel Stuffed Bars,10/9/2021,"$11,109 ",428
Jan Morforth, New Zealand,White Choc,10/9/2021,"$1,638 ",182
Madelene Upcott,   New Zealand,Eclairs,10/9/2021,"$2,541 ",128
Kaine Padly, Canada,Peanut Butter Cubes,10/9/2021,$231 ,12
Karlen McCaffrey,  India,Peanut Butter Cubes,10/9/2021,"$11,249 ",490
Barr Faughny,   UK,Mint Chip Choco,10/9/2021,"$5,306 ",332
Curtice Advani,Canada,85% Dark Bars,10/9/2021,"$2,079 ",123
Brien Boise, New Zealand,85% Dark Bars,10/9/2021,"$1,148 ",61
Jehu Rudeforth,   Canada,Fruit & Nut Bars,13/9/2021,$322 ,33
Kelci Walkden,  UK,Organic Choco Syrup,13/9/2021,"$1,239 ",42
Ches Bonnell, India,Milk Bars,13/9/2021,"$16,681 ",596
Jehu Rudeforth,New Zealand,Mint Chip Choco,13/9/2021,$98 ,6
Wilone O'Kielt,   UK,After Nines,13/9/2021,"$5,649 ",202
Ches Bonnell,   USA,Choco Coated Almonds,13/9/2021,"$2,870 ",180
Kaine Padly, New Zealand,Almond Choco,13/9/2021,"$4,151 ",219
Andria Kimpton,   Australia,Caramel Stuffed Bars,13/9/2021,"$3,962 ",159
Roddy Speechley,  New Zealand,Organic Choco Syrup,13/9/2021,"$7,119 ",238
Gunar Cockshoot, USA,Organic Choco Syrup,13/9/2021,"$1,393 ",52
Brien Boise,  UK,Peanut Butter Cubes,13/9/2021,"$9,506 ",414
Jan Morforth, Canada,99% Dark & Pure,13/9/2021,"$8,897 ",495
Husein Augar,  Australia,Choco Coated Almonds,13/9/2021,"$12,019 ",752
Marney O'Breen,  Australia,Spicy Special Slims,13/9/2021,"$12,439 ",622
Gigi Bohling,  India,Peanut Butter Cubes,13/9/2021,"$3,612 ",191
Roddy Speechley,  USA,99% Dark & Pure,13/9/2021,"$2,646 ",111
Andria Kimpton,  USA,Choco Coated Almonds,13/9/2021,$511 ,35
Curtice Advani,   New Zealand,Almond Choco,13/9/2021,"$4,207 ",192
Madelene Upcott, Canada,Fruit & Nut Bars,13/9/2021,"$10,290 ",606
Brien Boise, New Zealand,Drinking Coco,13/9/2021,"$6,069 ",264
Dennison Crosswaite,USA,Drinking Coco,14/9/2021,"$12,292 ",410
Kaine Padly,   New Zealand,Baker's Choco Chips,14/9/2021,"$3,794 ",475
Andria Kimpton,  UK,Drinking Coco,14/9/2021,"$16,793 ",700
Husein Augar,UK,50% Dark Bites,14/9/2021,"$5,327 ",381
Wilone O'Kielt,UK,Smooth Sliky Salty,14/9/2021,"$1,267 ",61
Beverie Moffet,New Zealand,Peanut Butter Cubes,14/9/2021,"$3,514 ",185
Wilone O'Kielt,   USA,Almond Choco,14/9/2021,"$10,157 ",535
Kaine Padly,  USA,Spicy Special Slims,14/9/2021,"$9,555 ",399
Husein Augar, USA,Raspberry Choco,14/9/2021,"$8,960 ",427
Madelene Upcott,  India,Spicy Special Slims,14/9/2021,$581 ,21
Beverie Moffet, USA,Fruit & Nut Bars,15/9/2021,$735 ,41
Madelene Upcott,Canada,Manuka Honey Choco,15/9/2021,"$7,084 ",284
Marney O'Breen,   UK,After Nines,15/9/2021,"$4,438 ",139
Dotty Strutley,  New Zealand,Fruit & Nut Bars,15/9/2021,"$9,646 ",603
Dotty Strutley, USA,Fruit & Nut Bars,15/9/2021,"$3,759 ",290
Oby Sorrel,  India,Eclairs,15/9/2021,$721 ,38
Gigi Bohling,   New Zealand,Orange Choco,15/9/2021,"$5,887 ",655
Jehu Rudeforth, India,Choco Coated Almonds,15/9/2021,"$7,924 ",496
Rafaelita Blaksland,  USA,99% Dark & Pure,15/9/2021,"$7,343 ",306
Oby Sorrel, New Zealand,Baker's Choco Chips,15/9/2021,$994 ,83
Husein Augar, India,Organic Choco Syrup,15/9/2021,"$1,568 ",66
Kaine Padly,  Australia,Mint Chip Choco,15/9/2021,$959 ,57
Madelene Upcott,UK,Baker's Choco Chips,15/9/2021,"$5,355 ",670
Wilone O'Kielt,   Australia,Fruit & Nut Bars,15/9/2021,"$12,915 ",1175
Oby Sorrel,India,Mint Chip Choco,16/9/2021,"$5,621 ",352
Van Tuxwell,   USA,Orange Choco,16/9/2021,"$5,089 ",364
Brien Boise,  New Zealand,Choco Coated Almonds,16/9/2021,"$13,993 ",737
Beverie Moffet,New Zealand,Organic Choco Syrup,16/9/2021,"$4,242 ",152
Van Tuxwell,  Canada,Orange Choco,16/9/2021,"$2,842 ",406
Wilone O'Kielt,   Australia,Drinking Coco,17/9/2021,"$8,862 ",370
Van Tuxwell,   USA,85% Dark Bars,17/9/2021,"$19,054 ",794
Brien Boise,  Canada,70% Dark Bites,17/9/2021,"$5,551 ",694
Marney O'Breen,UK,Mint Chip Choco,17/9/2021,"$1,946 ",93
Marney O'Breen,   UK,Choco Coated Almonds,17/9/2021,$966 ,44
Jan Morforth, UK,Milk Bars,17/9/2021,"$2,730 ",119
Dennison Crosswaite,   India,Drinking Coco,17/9/2021,"$10,010 ",358
Gunar Cockshoot,   Canada,Raspberry Choco,17/9/2021,"$4,529 ",302
Karlen McCaffrey,  India,70% Dark Bites,17/9/2021,"$9,891 ",660
Madelene Upcott,  Canada,Caramel Stuffed Bars,17/9/2021,"$2,275 ",99
Mallorie Waber, Australia,Caramel Stuffed Bars,20/9/2021,"$3,241 ",116
Dennison Crosswaite,UK,70% Dark Bites,20/9/2021,$917 ,66
Gigi Bohling,  New Zealand,99% Dark & Pure,20/9/2021,"$3,913 ",245
Roddy Speechley,UK,Caramel Stuffed Bars,21/9/2021,"$1,792 ",75
Jehu Rudeforth,   Australia,Smooth Sliky Salty,21/9/2021,"$5,761 ",339
Jehu Rudeforth, Australia,Manuka Honey Choco,21/9/2021,"$5,327 ",214
Ches Bonnell,  India,85% Dark Bars,21/9/2021,"$1,519 ",95
Oby Sorrel,   USA,85% Dark Bars,21/9/2021,"$11,326 ",515
Jehu Rudeforth,  UK,Raspberry Choco,21/9/2021,"$7,252 ",427
Mallorie Waber,   Australia,Manuka Honey Choco,21/9/2021,"$12,929 ",418
Gunar Cockshoot, Canada,Orange Choco,21/9/2021,"$2,996 ",428
Brien Boise, India,White Choc,21/9/2021,"$1,239 ",89
Beverie Moffet,   New Zealand,Raspberry Choco,21/9/2021,"$9,128 ",481
Jan Morforth,   New Zealand,Eclairs,21/9/2021,"$4,137 ",319
Kaine Padly, Australia,Peanut Butter Cubes,21/9/2021,"$6,482 ",260
Husein Augar,India,Drinking Coco,21/9/2021,"$1,393 ",50
Dotty Strutley,New Zealand,99% Dark & Pure,21/9/2021,"$11,627 ",727
Gunar Cockshoot,  Australia,Orange Choco,22/9/2021,"$3,080 ",257
Gigi Bohling, USA,70% Dark Bites,22/9/2021,"$12,180 ",812
Beverie Moffet, UK,Manuka Honey Choco,22/9/2021,$462 ,16
Beverie Moffet,UK,50% Dark Bites,22/9/2021,"$1,498 ",107
Barr Faughny,New Zealand,Smooth Sliky Salty,23/9/2021,"$1,589 ",89
Jehu Rudeforth,Canada,Peanut Butter Cubes,23/9/2021,"$2,184 ",95
Brien Boise,Canada,85% Dark Bars,23/9/2021,"$3,073 ",129
Rafaelita Blaksland,India,Drinking Coco,23/9/2021,"$16,513 ",551
Kaine Padly,  Canada,85% Dark Bars,23/9/2021,"$2,051 ",90
Beverie Moffet,   India,70% Dark Bites,23/9/2021,"$11,109 ",1111
Gigi Bohling, Australia,Almond Choco,23/9/2021,$574 ,25
Barr Faughny,   Canada,After Nines,24/9/2021,"$7,532 ",314
Brien Boise,   Canada,Fruit & Nut Bars,24/9/2021,$504 ,51
Jehu Rudeforth, USA,White Choc,24/9/2021,"$12,642 ",1054
Husein Augar,USA,Drinking Coco,24/9/2021,"$2,569 ",92
Karlen McCaffrey, Canada,After Nines,24/9/2021,$476 ,16
Gunar Cockshoot,Australia,85% Dark Bars,24/9/2021,"$9,884 ",430
Wilone O'Kielt, Australia,After Nines,24/9/2021,"$3,731 ",150
Gigi Bohling,Australia,Caramel Stuffed Bars,24/9/2021,"$6,727 ",293
Beverie Moffet,  USA,Drinking Coco,24/9/2021,"$1,869 ",67
Gigi Bohling, UK,Organic Choco Syrup,24/9/2021,"$3,262 ",142
Van Tuxwell,USA,Drinking Coco,24/9/2021,"$8,057 ",299
Jehu Rudeforth,   Australia,Peanut Butter Cubes,24/9/2021,$91 ,5
Beverie Moffet, India,Spicy Special Slims,24/9/2021,"$3,122 ",131
Beverie Moffet,Australia,Raspberry Choco,24/9/2021,"$5,033 ",360
Kelci Walkden,  Australia,70% Dark Bites,24/9/2021,"$2,184 ",182
Madelene Upcott,Canada,Raspberry Choco,24/9/2021,$721 ,41
Rafaelita Blaksland,Australia,Baker's Choco Chips,24/9/2021,"$5,061 ",390
Madelene Upcott,  New Zealand,White Choc,27/9/2021,"$12,152 ",1105
Beverie Moffet,  Australia,Fruit & Nut Bars,27/9/2021,"$15,526 ",1195
Barr Faughny, India,After Nines,27/9/2021,"$14,525 ",581
Madelene Upcott,India,Raspberry Choco,27/9/2021,"$2,485 ",131
Brien Boise,UK,Milk Bars,27/9/2021,"$7,091 ",245
Dennison Crosswaite,   USA,50% Dark Bites,27/9/2021,"$6,846 ",428
Mallorie Waber, USA,Caramel Stuffed Bars,27/9/2021,"$1,204 ",49
Roddy Speechley, UK,Smooth Sliky Salty,27/9/2021,"$1,883 ",111
Jan Morforth,   Australia,Choco Coated Almonds,27/9/2021,"$2,723 ",144
Dotty Strutley,   UK,Manuka Honey Choco,27/9/2021,"$7,196 ",219
Rafaelita Blaksland,UK,Raspberry Choco,27/9/2021,"$1,078 ",49
Marney O'Breen,  Canada,Eclairs,28/9/2021,"$4,998 ",385
Gunar Cockshoot, India,70% Dark Bites,28/9/2021,"$8,127 ",581
Camilla Castle,   India,Caramel Stuffed Bars,28/9/2021,"$6,006 ",273
Oby Sorrel,  Australia,Organic Choco Syrup,28/9/2021,"$13,349 ",431
Andria Kimpton,Australia,Raspberry Choco,28/9/2021,$994 ,50
Husein Augar,New Zealand,Raspberry Choco,28/9/2021,"$6,160 ",363
Husein Augar,USA,Spicy Special Slims,28/9/2021,"$2,569 ",108
Marney O'Breen,   Australia,Fruit & Nut Bars,28/9/2021,"$3,206 ",321
Dotty Strutley, Canada,70% Dark Bites,29/9/2021,$665 ,52
Rafaelita Blaksland, India,Almond Choco,29/9/2021,$427 ,26
Gunar Cockshoot, USA,Spicy Special Slims,29/9/2021,"$5,166 ",216
Van Tuxwell,   New Zealand,Baker's Choco Chips,29/9/2021,"$8,603 ",574
Mallorie Waber,  Australia,Organic Choco Syrup,29/9/2021,"$1,904 ",71
Brien Boise,  Australia,Almond Choco,29/9/2021,"$3,766 ",210
Camilla Castle,  India,White Choc,29/9/2021,"$1,337 ",134
Roddy Speechley,  UK,Mint Chip Choco,29/9/2021,"$12,775 ",913
Madelene Upcott, Canada,50% Dark Bites,29/9/2021,"$7,812 ",601
Dotty Strutley,  India,Almond Choco,29/9/2021,"$3,976 ",249
Kelci Walkden,Australia,After Nines,29/9/2021,"$13,083 ",437
Jan Morforth,Canada,Caramel Stuffed Bars,29/9/2021,"$4,487 ",187
Mallorie Waber, UK,Choco Coated Almonds,29/9/2021,"$5,313 ",253
Curtice Advani,Australia,Caramel Stuffed Bars,29/9/2021,"$2,163 ",91
Oby Sorrel,New Zealand,Milk Bars,29/9/2021,"$4,830 ",173
Curtice Advani,Australia,Drinking Coco,29/9/2021,"$7,959 ",295
Curtice Advani,  USA,Orange Choco,29/9/2021,"$4,067 ",452
Jan Morforth, New Zealand,Orange Choco,29/9/2021,"$1,120 ",80
Brien Boise,  Australia,Fruit & Nut Bars,29/9/2021,"$10,829 ",722
Beverie Moffet, New Zealand,Orange Choco,29/9/2021,"$5,068 ",724
Gunar Cockshoot,New Zealand,Smooth Sliky Salty,29/9/2021,"$9,156 ",436
Marney O'Breen,   New Zealand,Organic Choco Syrup,30/9/2021,"$6,944 ",240
Kaine Padly,   New Zealand,White Choc,30/9/2021,"$2,870 ",169
Beverie Moffet,   India,Smooth Sliky Salty,30/9/2021,"$4,403 ",210
Madelene Upcott,  Australia,Eclairs,30/9/2021,"$4,312 ",240
Dotty Strutley, India,After Nines,1/10/2021,"$1,050 ",33
Camilla Castle, Australia,Raspberry Choco,1/10/2021,"$1,890 ",119
Marney O'Breen,  USA,70% Dark Bites,1/10/2021,"$5,348 ",764
Gigi Bohling,  Australia,Spicy Special Slims,1/10/2021,"$11,214 ",534
Van Tuxwell, Canada,Spicy Special Slims,1/10/2021,"$1,113 ",49
Kaine Padly, New Zealand,Drinking Coco,1/10/2021,"$2,268 ",88
Rafaelita Blaksland,India,Fruit & Nut Bars,1/10/2021,"$6,419 ",378
Kelci Walkden,  USA,Fruit & Nut Bars,1/10/2021,"$7,539 ",419
Kaine Padly, Canada,99% Dark & Pure,1/10/2021,"$9,520 ",414
Wilone O'Kielt, UK,Fruit & Nut Bars,1/10/2021,"$6,209 ",518
Kaine Padly,   UK,Almond Choco,1/10/2021,"$1,652 ",92
Mallorie Waber, Canada,Caramel Stuffed Bars,1/10/2021,"$6,657 ",278
Jan Morforth,   Australia,Peanut Butter Cubes,1/10/2021,"$12,460 ",656
Gunar Cockshoot,Canada,85% Dark Bars,1/10/2021,"$9,548 ",455
Jan Morforth, India,Organic Choco Syrup,1/10/2021,"$8,176 ",356
Mallorie Waber,USA,Mint Chip Choco,1/10/2021,"$7,903 ",465
Wilone O'Kielt,   India,99% Dark & Pure,1/10/2021,"$4,473 ",224
Camilla Castle,   USA,Organic Choco Syrup,1/10/2021,"$4,536 ",175
Curtice Advani,  New Zealand,Baker's Choco Chips,4/10/2021,"$3,962 ",397
Mallorie Waber,  UK,70% Dark Bites,4/10/2021,"$21,588 ",1440
Barr Faughny,New Zealand,Manuka Honey Choco,4/10/2021,"$16,394 ",547
Kelci Walkden, India,Drinking Coco,4/10/2021,"$3,101 ",115
Dotty Strutley,  India,Manuka Honey Choco,4/10/2021,"$4,039 ",131
Roddy Speechley, New Zealand,Peanut Butter Cubes,5/10/2021,"$2,975 ",124
Madelene Upcott,New Zealand,Baker's Choco Chips,5/10/2021,"$5,320 ",532
Marney O'Breen,India,85% Dark Bars,5/10/2021,$287 ,16
Rafaelita Blaksland, India,Caramel Stuffed Bars,5/10/2021,"$6,902 ",277
Camilla Castle,  Canada,Organic Choco Syrup,5/10/2021,"$5,726 ",230
Dotty Strutley, New Zealand,Baker's Choco Chips,5/10/2021,"$1,512 ",168
Van Tuxwell,USA,Manuka Honey Choco,5/10/2021,"$5,845 ",183
Barr Faughny,India,Manuka Honey Choco,5/10/2021,"$3,038 ",98
Curtice Advani,New Zealand,Peanut Butter Cubes,5/10/2021,"$1,085 ",44
Madelene Upcott,   USA,White Choc,5/10/2021,"$1,029 ",86
Kelci Walkden,   USA,Spicy Special Slims,5/10/2021,"$10,038 ",457
Wilone O'Kielt,   Canada,85% Dark Bars,5/10/2021,"$10,843 ",493
Madelene Upcott, Australia,Choco Coated Almonds,6/10/2021,"$3,101 ",141
Camilla Castle,  Australia,Peanut Butter Cubes,6/10/2021,"$1,162 ",56
Curtice Advani, UK,After Nines,6/10/2021,"$3,885 ",126
Roddy Speechley, Australia,After Nines,6/10/2021,"$8,960 ",299
Dennison Crosswaite,  India,Smooth Sliky Salty,6/10/2021,"$6,902 ",406
Kelci Walkden,USA,Baker's Choco Chips,6/10/2021,"$4,830 ",440
Kelci Walkden,   USA,Drinking Coco,6/10/2021,"$1,792 ",75
Karlen McCaffrey, USA,50% Dark Bites,6/10/2021,"$18,165 ",1514
Mallorie Waber,  UK,Mint Chip Choco,6/10/2021,"$5,152 ",322
Gunar Cockshoot,   UK,70% Dark Bites,6/10/2021,$812 ,74
Andria Kimpton,  UK,Orange Choco,7/10/2021,"$1,918 ",137
Van Tuxwell, New Zealand,99% Dark & Pure,7/10/2021,"$4,879 ",287
Oby Sorrel, UK,85% Dark Bars,7/10/2021,"$4,788 ",252
Jan Morforth,   USA,After Nines,7/10/2021,"$6,860 ",229
Kelci Walkden,   USA,Mint Chip Choco,7/10/2021,"$6,461 ",404
Mallorie Waber,   USA,99% Dark & Pure,7/10/2021,$77 ,5
Marney O'Breen,  Canada,Peanut Butter Cubes,8/10/2021,"$1,358 ",76
Barr Faughny, New Zealand,Spicy Special Slims,8/10/2021,"$9,373 ",361
Marney O'Breen,  Australia,85% Dark Bars,8/10/2021,"$2,968 ",186
Beverie Moffet,  USA,Milk Bars,8/10/2021,"$6,111 ",266
Kelci Walkden,  Canada,Spicy Special Slims,8/10/2021,"$13,251 ",631
Camilla Castle, New Zealand,White Choc,8/10/2021,"$8,085 ",674
Barr Faughny,UK,Drinking Coco,8/10/2021,"$15,022 ",626
Roddy Speechley,Canada,Almond Choco,8/10/2021,"$3,003 ",131
Brien Boise,   Australia,White Choc,8/10/2021,"$7,602 ",845
Roddy Speechley,Canada,Manuka Honey Choco,8/10/2021,"$4,368 ",151
Kaine Padly, USA,Fruit & Nut Bars,8/10/2021,"$3,577 ",224
Curtice Advani,USA,70% Dark Bites,8/10/2021,"$2,590 ",200
Gigi Bohling, India,Mint Chip Choco,8/10/2021,$931 ,72
Ches Bonnell, USA,Milk Bars,8/10/2021,"$8,750 ",283
Andria Kimpton,New Zealand,85% Dark Bars,8/10/2021,"$1,960 ",104
Gigi Bohling,New Zealand,Peanut Butter Cubes,8/10/2021,"$7,252 ",363
Barr Faughny,   Canada,Raspberry Choco,8/10/2021,"$9,933 ",552
Mallorie Waber,  USA,Peanut Butter Cubes,11/10/2021,"$7,434 ",413
Dennison Crosswaite, USA,Almond Choco,11/10/2021,"$9,275 ",442
Gigi Bohling,Canada,After Nines,11/10/2021,"$1,274 ",51
Dennison Crosswaite,UK,Fruit & Nut Bars,11/10/2021,"$9,737 ",650
Jan Morforth, New Zealand,Baker's Choco Chips,11/10/2021,"$2,569 ",257
Camilla Castle,  UK,Eclairs,11/10/2021,"$14,959 ",713
Barr Faughny, USA,Peanut Butter Cubes,11/10/2021,"$8,939 ",389
Rafaelita Blaksland,India,Spicy Special Slims,11/10/2021,"$2,688 ",108
Jan Morforth,   New Zealand,Smooth Sliky Salty,11/10/2021,"$3,675 ",217
Jan Morforth,  Canada,Drinking Coco,11/10/2021,"$10,738 ",430
Curtice Advani,   Canada,Peanut Butter Cubes,11/10/2021,$812 ,41
Husein Augar,  Australia,Almond Choco,11/10/2021,"$10,612 ",590
